ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID304290424,8/99 Osborne St,1,u,409000.0,7/05/2016,1.0,1.0,0.0,49.0,-37.8414,144.991
ID473787390,122 Altona St,3,h,846000.0,16/09/2017,2.0,2.0,605.0,129.0,-37.745909999999995,145.04449
ID470874720,28 Beryl Av,4,h,1450000.0,23/09/2017,2.0,2.0,771.0,49.0,-37.9212,145.09125
ID777907604,50 Ross St,4,h,1145000.0,17/06/2017,1.0,2.0,603.0,59.0,-37.90822,145.11146000000005
ID340432966,2 Hazel Gr,2,h,915000.0,10/12/2016,1.0,3.0,629.0,44.0,-37.7312,144.9399
ID742286792,9/343 Church St,2,u,715000.0,8/07/2017,1.0,2.0,2427.0,59.0,-37.822759999999995,144.99866
ID948876129,15 Alison St,3,h,600500.0,16/09/2017,1.0,1.0,552.0,19.0,-37.683659999999996,145.02783
ID493591126,110 Chapel Rd,3,h,1072000.0,26/08/2017,1.0,3.0,585.0,69.0,-37.93557,145.04918999999995
ID591047276,1/17 Tennyson St,2,u,700000.0,8/10/2016,1.0,1.0,0.0,67.0,-37.9225,144.9891
ID402025895,13 Baily St,4,h,1387000.0,24/06/2017,2.0,4.0,691.0,823.0,-37.86827,145.1452
ID402040879,410/54 Nott St,2,u,520000.0,22/05/2016,1.0,1.0,0.0,14.0,-37.8407,144.9389
ID933421948,1 Reilly Pl,3,h,1720000.0,8/07/2017,2.0,2.0,81.0,21.0,-37.83631,144.95536
ID505371265,89 Radnor St,3,h,1987000.0,4/06/2016,2.0,2.0,706.0,59.0,-37.8457,145.0611
ID188856777,4/23 Carmen St,3,h,740000.0,15/07/2017,1.0,2.0,204.0,29.0,-37.84234,144.86622
ID327148629,40b Drysdale St,3,t,620500.0,7/05/2016,2.0,1.0,158.0,8.0,-37.7293,145.0216
ID570609084,15 Ferncroft Dr,4,h,600000.0,1/07/2017,2.0,2.0,505.0,10.0,-37.61957,145.0948
ID611321690,73/145 Canterbury Rd,1,u,247500.0,22/04/2017,1.0,1.0,0.0,49.0,-37.8421,145.0104
ID114818217,8 Jerrold St,2,h,752000.0,7/05/2016,1.0,0.0,215.0,109.0,-37.7922,144.891
ID212651767,12 Coolabah Dr,4,h,840000.0,17/06/2017,3.0,2.0,903.0,49.0,-37.7018,145.15628999999996
ID619560132,2/15 Melbourne St,2,u,603000.0,26/07/2016,1.0,1.0,102.0,59.0,-37.8894,145.0679
ID764465824,11 Pacific Pl,3,h,695000.0,3/06/2017,2.0,2.0,665.0,29.0,-37.69408,144.77861000000001
ID372872617,7/25 Kingsley St,2,u,582500.0,26/07/2016,1.0,1.0,0.0,49.0,-37.8895,144.9902
ID237127032,2 Hope St,3,h,1080000.0,10/12/2016,2.0,1.0,369.0,64.0,-37.7389,144.9821
ID473959574,29 Rosamond Rd,3,h,725000.0,7/11/2016,1.0,2.0,305.0,59.0,-37.7858,144.8834
ID951466819,197A Jasper Rd,3,t,1375000.0,20/05/2017,3.0,2.0,338.0,7.0,-37.9166,145.0418
ID400095725,7 Orrong Av,3,h,1010000.0,9/09/2017,2.0,2.0,306.0,49.0,-38.1386,145.12142
ID773886858,4/97 Hawdon St,4,u,830000.0,24/09/2016,2.0,2.0,1180.0,9.0,-37.7551,145.0646
ID432644215,21 Beatrice St,3,h,1665000.0,27/06/2016,1.0,2.0,685.0,78.0,-37.8538,145.0842
ID908890116,1509/152 Sturt St,2,u,569000.0,11/03/2017,2.0,1.0,3878.0,7.0,-37.8255,144.9665
ID859357540,53 Market St,3,h,1070000.0,6/05/2017,1.0,2.0,363.0,54.0,-37.7445,144.9054
ID592014122,6 Willard Ct,4,h,660000.0,15/07/2017,2.0,3.0,578.0,44.0,-37.66225,145.0116
ID563642118,8 Ila St,3,h,901000.0,20/05/2017,1.0,2.0,702.0,69.0,-37.709,144.9368
ID277363165,56 Chapel Rd,4,h,921000.0,26/07/2016,1.0,2.0,592.0,29.0,-37.9407,145.0482
ID958131463,21 Grandview Tce,4,h,1800000.0,17/09/2016,2.0,2.0,586.0,79.0,-37.7933,145.0343
ID971066946,23 Wheatley Av,3,h,515000.0,3/09/2017,2.0,2.0,532.0,19.0,-37.62554,144.92006
ID443220792,2 Riley Ct,4,h,850000.0,8/10/2016,2.0,2.0,606.0,17.0,-37.788000000000004,144.862
ID857516865,641 Inkerman Rd,2,h,1417500.0,27/05/2017,1.0,2.0,307.0,119.0,-37.86906,145.01986000000005
ID439308155,509 Boronia Rd,4,h,1214000.0,15/07/2017,1.0,2.0,734.0,59.0,-37.852090000000004,145.24268
ID584065230,99 Patterson Rd,4,h,1380000.0,27/11/2016,1.0,2.0,580.0,9.0,-37.9263,145.0422
ID408345543,3 Horton St,3,h,760000.0,13/05/2017,2.0,2.0,567.0,69.0,-37.7236,144.9876
ID698744399,30 Barkly St,3,h,2100000.0,4/06/2016,2.0,2.0,463.0,49.0,-37.9082,144.9968
ID348670714,4/161 Victoria Rd,2,u,680000.0,13/08/2016,1.0,1.0,0.0,74.0,-37.8233,145.0575
ID177778770,14 Beths St,4,h,2700000.0,17/06/2017,4.0,2.0,673.0,84.0,-37.91888,145.04775
ID621051938,38 Fairview Av,3,h,1201000.0,16/09/2017,2.0,3.0,638.0,59.0,-37.955690000000004,145.06588
ID616361942,1/65 Thackeray Rd,2,u,470000.0,24/06/2017,1.0,1.0,73.0,69.0,-37.72128,145.00995
ID883621313,34 Princess St,3,h,1126000.0,18/03/2017,1.0,0.0,357.0,119.0,-37.8103,144.8962
ID260054994,1/7 Westwood Dr,3,u,812500.0,19/11/2016,1.0,1.0,421.0,34.0,-37.7798,145.1023
ID161131766,18a Creswell Av,3,u,700000.0,12/08/2017,2.0,1.0,239.0,139.0,-37.733509999999995,144.88748999999999
ID456088074,9 Young St,4,h,1495000.0,9/09/2017,2.0,1.0,581.0,69.0,-37.907059999999994,145.09524
ID642000844,7 Barrington Dr,4,h,1540000.0,29/07/2017,2.0,3.0,668.0,49.0,-37.86096,145.10026000000005
ID471599816,2/61 Moonya Rd,2,h,675000.0,16/04/2016,1.0,1.0,0.0,51.0,-37.8973,145.0625
ID864098155,1/112 Roslyn St,2,u,1300000.0,4/03/2017,2.0,2.0,329.0,79.0,-37.9172,145.004
ID367656447,8 Vickery St,5,h,1900000.0,24/06/2017,1.0,2.0,644.0,59.0,-37.91753,145.03907
ID740742591,67 Oak Av,3,h,1095000.0,12/08/2017,2.0,1.0,637.0,69.0,-37.9746,145.07207
ID318010741,6/115 Brighton Rd,2,u,730000.0,27/11/2016,1.0,1.0,0.0,79.0,-37.874,144.9903
ID123652061,1B Ogilvie St,3,h,886000.0,27/05/2017,2.0,1.0,173.0,12.0,-37.75382000000001,144.89167
ID611970595,5 Bischoff St,2,h,900000.0,25/02/2017,1.0,1.0,529.0,71.0,-37.7427,144.9868
ID627215610,8 Meakin St,3,h,705000.0,27/05/2017,1.0,1.0,538.0,59.0,-37.70178,145.0851
ID802969666,64 Pearson St,3,h,955000.0,7/05/2016,1.0,0.0,220.0,89.0,-37.7659,144.9494
ID307707464,3/136 New St,3,u,1392000.0,13/05/2017,2.0,1.0,188.0,49.0,-37.9181,144.9933
ID753626521,97 Military Rd,3,h,627500.0,8/10/2016,1.0,1.0,550.0,49.0,-37.7632,144.8622
ID438690766,10/76 Oxford St,2,u,683000.0,17/09/2016,1.0,1.0,0.0,119.0,-37.8035,144.985
ID132900312,1/1 Danae St,3,t,460000.0,12/11/2016,1.0,1.0,325.0,49.0,-37.7001,144.9291
ID622974647,53 Wingrove St,4,h,1160000.0,23/09/2017,2.0,2.0,585.0,39.0,-37.95272,145.06573
ID513779055,4/27 Roseberry St,2,u,440000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.7749,144.9137
ID458464499,252 Yallambie Rd,3,h,720000.0,24/09/2016,2.0,4.0,535.0,59.0,-37.7225,145.1037
ID689997976,5/25 Ridley St,2,u,190000.0,30/07/2016,1.0,1.0,0.0,99.0,-37.7839,144.8239
ID669568402,46 Coventry Dr,4,h,482500.0,29/07/2017,2.0,0.0,533.0,39.0,-37.893370000000004,144.64003
ID915264823,5/66 Woornack Rd,1,u,363000.0,4/06/2016,1.0,1.0,0.0,59.0,-37.8982,145.0625
ID485190733,33 Jane St,3,h,620000.0,29/07/2017,1.0,2.0,792.0,49.0,-38.03517,145.33886
ID450190406,10/7 Barnsbury Rd,2,u,613000.0,15/10/2016,1.0,1.0,0.0,49.0,-37.845,145.0012
ID354440565,9/12 Bartlett St,2,u,400000.0,4/03/2017,1.0,1.0,0.0,59.0,-37.9367,145.0322
ID842033816,28 Brinsley Rd,4,h,2650000.0,3/09/2016,2.0,1.0,652.0,129.0,-37.8286,145.0686
ID420567686,26 Kirkwood Av,5,h,3350000.0,12/08/2017,4.0,4.0,700.0,44.0,-37.95762,145.01418
ID420114839,43 Woodside St,2,h,1802500.0,8/04/2017,2.0,1.0,182.0,139.0,-37.7843,144.9902
ID615638949,6 Nolan Cl,4,h,1650000.0,24/06/2017,2.0,2.0,1250.0,59.0,-37.84825,145.18764
ID385407879,5 Ventnor St,3,h,1123000.0,22/08/2016,1.0,2.0,504.0,69.0,-37.7476,144.9842
ID702878267,5 Wattle Gr,3,h,1855000.0,22/08/2016,1.0,1.0,304.0,119.0,-37.8253,145.0287
ID119840580,1 Wildoer Dr,3,h,951000.0,12/08/2017,2.0,2.0,553.0,79.0,-38.02608,145.12784
ID887554824,9 Coltain St,4,h,950000.0,12/08/2017,2.0,2.0,660.0,41.0,-37.84902,145.18276
ID247555600,58 Cassels Rd,3,h,860000.0,22/08/2016,1.0,1.0,184.0,129.0,-37.7563,144.96
ID365265406,12 Orion Ct,3,h,912000.0,16/09/2017,2.0,1.0,753.0,49.0,-37.9213,145.16366000000005
ID653470846,40/122 High St,3,u,550000.0,27/05/2017,2.0,1.0,0.0,7.0,-37.74762,145.00261
ID989836242,18 Yvette Dr,3,h,860000.0,8/07/2017,2.0,2.0,537.0,18.0,-37.92778,145.24796
ID883671416,5 Saunders St,4,h,1150000.0,28/05/2016,1.0,2.0,633.0,29.0,-37.7531,144.9504
ID703444259,146 Dow St,5,h,2350000.0,15/10/2016,1.0,2.0,350.0,129.0,-37.8407,144.9424
ID214164503,1/50 Valiant St,4,t,1525000.0,12/08/2017,2.0,2.0,102.0,139.0,-37.801159999999996,145.00066
ID915248862,14 Moore St,2,h,1214000.0,8/04/2017,1.0,0.0,161.0,119.0,-37.8454,144.9891
ID339668187,17 Winton Rd,4,h,1465000.0,29/04/2017,2.0,2.0,559.0,39.0,-37.87300000000001,145.0665
ID230444708,6 Alandale St,3,h,1150000.0,17/09/2016,2.0,1.0,247.0,14.0,-37.836,145.1046
ID142246645,45 Kennedy St,3,h,1750000.0,16/09/2017,1.0,0.0,727.0,46.0,-37.8763,145.17166
ID384363954,12/219 Williams Rd,1,u,310000.0,12/11/2016,1.0,1.0,0.0,69.0,-37.8444,145.0037
ID247222031,109/14 Elizabeth St,2,u,650000.0,18/06/2016,2.0,1.0,0.0,17.0,-37.8514,145.0361
ID719721184,8/131 Grange Rd,1,u,260000.0,13/05/2017,1.0,1.0,1162.0,54.0,-37.8911,145.0451
ID308499316,2/15 Edgar St,2,u,440000.0,15/10/2016,1.0,1.0,117.0,11.0,-37.8083,144.8775
ID587007131,1/80 Delaware St,2,t,615000.0,20/05/2017,1.0,1.0,202.0,12.0,-37.7199,145.0091
ID216400741,44 Everard St,4,h,787500.0,27/06/2016,2.0,2.0,650.0,64.0,-37.7004,144.9411
ID436687606,50 Milleara Rd,3,h,850000.0,12/08/2017,1.0,1.0,597.0,69.0,-37.73305,144.86526
ID136812047,44 Alexander St,2,h,1085000.0,17/06/2017,1.0,3.0,780.0,29.0,-37.76654,144.86469
ID783863692,12 Hornsby St,4,h,2300000.0,4/06/2016,2.0,2.0,599.0,42.0,-37.8493,145.0395
ID385361315,11 Cromer Pl,4,h,705000.0,15/07/2017,2.0,3.0,815.0,19.0,-37.71757,144.81328
ID826670470,3/37 Atkins St,2,t,672000.0,17/09/2016,1.0,1.0,0.0,39.0,-37.8094,145.0446
ID179577703,127A Parer Rd,3,t,856000.0,27/05/2017,2.0,1.0,300.0,8.0,-37.71917,144.87819
ID808606804,34 Ayr St,3,h,826000.0,28/08/2016,1.0,4.0,192.0,49.0,-37.7837,145.1027
ID419385652,4/41 Shelley St,2,u,765000.0,16/04/2016,1.0,0.0,0.0,79.0,-37.8809,144.9833
ID251203818,208 Booran Rd,3,h,1401000.0,3/12/2016,2.0,2.0,650.0,69.0,-37.8986,145.0359
ID660712853,23a Farm St,3,h,1025000.0,3/09/2016,2.0,2.0,301.0,4.0,-37.842,144.8902
ID277538560,10 Campbell St,2,h,1275000.0,17/06/2017,1.0,1.0,110.0,129.0,-37.82324000000001,145.01331000000005
ID458350226,14/82 Coorigil Rd,2,u,370000.0,26/07/2016,1.0,1.0,0.0,69.0,-37.8959,145.0639
ID862235845,5 Berenice Tce,4,h,4000000.0,10/09/2016,2.0,2.0,632.0,49.0,-37.8338,145.0086
ID319515413,18 Melrose St,2,h,1010000.0,19/11/2016,2.0,0.0,109.0,119.0,-37.795,144.942
ID345655037,141 Pearson St,4,h,1205000.0,29/04/2017,2.0,2.0,518.0,39.0,-37.7606,144.9499
ID908638450,37 Grosvenor St,3,h,1810000.0,18/06/2016,1.0,1.0,211.0,113.0,-37.8442,144.9928
ID515756669,55 Livingstone St,4,h,1650000.0,8/04/2017,2.0,1.0,589.0,109.0,-37.7671,145.037
ID437708595,14 Jenkins St,3,h,1400000.0,28/08/2016,1.0,2.0,582.0,87.0,-37.7651,145.0062
ID213915275,62 Staughton Rd,4,h,1998000.0,3/12/2016,2.0,1.0,739.0,17.0,-37.8513,145.0601
ID720721071,28 Cambridge St,3,h,1870000.0,4/03/2017,1.0,1.0,217.0,131.0,-37.8592,145.0182
ID882265400,21 Ruthven St,3,h,1050000.0,7/05/2016,1.0,2.0,1016.0,69.0,-37.7299,145.0656
ID245553055,75 Cecil St,3,h,1050000.0,29/07/2017,1.0,0.0,179.0,129.0,-37.86558,144.90474
ID422172146,2/62 Cunningham St,1,u,385000.0,10/12/2016,1.0,0.0,0.0,49.0,-37.7827,144.9999
ID184676951,2/10 Pridham St,3,t,940000.0,12/08/2017,2.0,2.0,366.0,7.0,-37.7816,144.88998999999995
ID996314471,37 Grange Dr,4,h,810000.0,22/07/2017,2.0,2.0,639.0,14.0,-37.63947,145.08562
ID990787112,2/13 Radio St,2,t,600000.0,28/08/2016,2.0,1.0,145.0,7.0,-37.7801,144.869
ID630979311,7 High St,3,h,780000.0,4/03/2017,1.0,0.0,486.0,76.0,-37.7886,144.8438
ID222654670,74 Oxford St,4,h,1650000.0,22/04/2017,1.0,4.0,837.0,89.0,-37.836999999999996,144.8772
ID663110407,61 Soudan St,3,h,1157000.0,3/06/2017,1.0,1.0,480.0,89.0,-37.73894,144.95067
ID382609180,120 Victoria St,3,h,1325000.0,27/11/2016,2.0,2.0,190.0,79.0,-37.7684,144.9739
ID523738373,1 Victoria St,2,h,592000.0,3/09/2016,1.0,2.0,577.0,119.0,-37.7137,144.9167
ID867440125,175 Douglas Pde,3,h,1360000.0,22/05/2016,1.0,1.0,477.0,89.0,-37.8516,144.8949
ID383992612,14 Carson St,3,h,2600000.0,23/09/2017,1.0,2.0,780.0,99.0,-37.80969,145.01967
ID883547167,5/94 Beach Rd,2,u,525000.0,17/06/2017,1.0,1.0,723.0,39.0,-37.991209999999995,145.06458
ID920066997,14 Venetian Ct,3,h,858000.0,16/09/2017,1.0,2.0,857.0,59.0,-37.802440000000004,145.29711
ID391233626,509/30 Wreckyn St,2,u,620000.0,19/11/2016,1.0,2.0,0.0,15.0,-37.8004,144.9544
ID369624925,4 Lord St,3,h,585000.0,6/08/2016,1.0,1.0,605.0,59.0,-37.6985,144.9615
ID266821667,34 Clee St,4,h,1680000.0,3/06/2017,2.0,2.0,568.0,12.0,-37.90688,145.02827
ID464098875,17 Roberts St,2,h,1220000.0,29/07/2017,1.0,1.0,459.0,11.0,-37.76695,144.98203999999996
ID957080654,8/9 The Avenue,1,u,410000.0,8/07/2017,1.0,1.0,0.0,59.0,-37.85687,144.99748
ID345085781,48 Majestic Bvd,5,h,720008.0,26/08/2017,3.0,2.0,528.0,13.0,-38.08902,145.29006
ID205611374,45 Muriel St,3,h,1230000.0,12/08/2017,2.0,1.0,324.0,3.0,-37.7431,144.88721999999999
ID884659530,190 Gore St,2,h,1440000.0,17/09/2016,1.0,0.0,95.0,129.0,-37.8032,144.9825
ID173782964,8/27 Kensington Rd,2,u,613000.0,26/07/2016,1.0,1.0,0.0,109.0,-37.838,145.0011
ID113008597,198 Poath Rd,3,h,1250000.0,27/05/2017,1.0,2.0,603.0,19.0,-37.901920000000004,145.0756
ID730768908,8 Haines St,3,h,1340000.0,4/03/2017,1.0,0.0,83.0,39.0,-37.7987,144.9497
ID550839109,8 Bowmore St,4,h,1745000.0,10/12/2016,2.0,1.0,547.0,94.0,-37.9002,145.0768
ID815361417,44 Richards Rd,4,h,735000.0,8/07/2017,2.0,2.0,846.0,39.0,-37.810179999999995,145.35396
ID916921207,141 Richardson St,3,h,1910000.0,28/08/2016,1.0,3.0,217.0,119.0,-37.8474,144.9582
ID345821856,10/117 Albert St,2,u,355000.0,24/09/2016,1.0,1.0,0.0,44.0,-37.8066,144.8971
ID731841080,19 Tuppal Pl,4,h,885000.0,29/04/2017,2.0,2.0,814.0,54.0,-37.7317,144.8619
ID298585300,1/14 Newton St,3,t,680000.0,29/04/2017,2.0,2.0,243.0,5.0,-37.7116,144.9357
ID257086538,48 Fitzgerald Rd,3,h,900000.0,3/06/2017,1.0,1.0,324.0,3.0,-37.7525,144.90417
ID923891952,287 Tyler St,3,h,1650000.0,10/12/2016,1.0,2.0,452.0,129.0,-37.7307,145.0094
ID159659567,14/200 Bay St,1,u,400000.0,28/05/2016,1.0,1.0,0.0,19.0,-37.8392,144.9421
ID589039547,311/13 Wellington St,2,u,470000.0,26/07/2016,1.0,1.0,0.0,139.0,-37.8562,144.9844
ID649345737,117A Willsmere Rd,3,h,1110000.0,27/05/2017,2.0,2.0,200.0,24.0,-37.7948,145.0364
ID192385554,11 Henderson St,4,h,1500000.0,12/08/2017,2.0,3.0,444.0,22.0,-37.7628,144.94011
ID936955105,6 Virtue Wy,4,h,595000.0,22/07/2017,2.0,2.0,420.0,4.0,-37.59386,144.90008999999995
ID406601988,2/8 Hughes St,2,h,630000.0,8/10/2016,1.0,1.0,148.0,16.0,-37.821999999999996,144.89
ID167896517,9 Banks Pl,3,h,742000.0,26/08/2017,2.0,2.0,375.0,44.0,-37.68415,144.8999
ID558196473,30 Pinrush Rd,4,h,456000.0,29/07/2017,2.0,2.0,576.0,9.0,-37.69104,144.54532
ID743538433,11/274 Domain Rd,2,u,621500.0,27/11/2016,1.0,1.0,0.0,49.0,-37.835,144.9905
ID160090770,5 Warren St,5,h,1322000.0,24/09/2016,1.0,0.0,729.0,44.0,-37.7932,145.1123
ID364822915,3/7 Violet St,2,u,390000.0,18/06/2016,1.0,1.0,0.0,49.0,-37.7554,144.9127
ID602008819,15 Dowding Cl,3,h,480000.0,28/05/2016,2.0,2.0,305.0,4.0,-37.6972,144.9634
ID968648629,18/703 Orrong Rd,2,u,1100000.0,15/10/2016,2.0,2.0,0.0,5.0,-37.8414,145.0137
ID411607610,1/177 Oakleigh Rd,2,u,586000.0,4/03/2017,1.0,1.0,898.0,49.0,-37.9003,145.0634
ID171962251,92 Speight St,2,h,970000.0,12/06/2016,1.0,3.0,491.0,119.0,-37.7633,145.0169
ID850859354,204/300 Swanston St,2,u,640000.0,22/04/2017,1.0,1.0,0.0,14.0,-37.8106,144.9646
ID703330179,395 Mitcham Rd,2,h,890000.0,24/06/2017,2.0,1.0,370.0,34.0,-37.82047,145.19421
ID849133041,63 Liddiard St,4,h,2900000.0,1/07/2017,1.0,3.0,636.0,129.0,-37.819309999999994,145.04107
ID284650298,2/43 Ulupna Rd,2,h,810000.0,12/11/2016,1.0,1.0,210.0,23.0,-37.9001,145.0428
ID883058311,192 Tucker Rd,4,h,2151000.0,9/09/2017,3.0,2.0,811.0,44.0,-37.91637,145.05177
ID238590030,38 Belmore Rd,4,h,1475000.0,1/07/2017,3.0,5.0,380.0,59.0,-37.801559999999995,145.06715
ID270945116,2/52 Walter St,3,u,500000.0,17/06/2017,1.0,1.0,388.0,27.0,-37.731629999999996,144.80697
ID385483094,267 Yallambie Rd,3,h,753000.0,11/02/2017,2.0,1.0,536.0,44.0,-37.7233,145.1045
ID403936323,3/27 Jessie St,2,u,656000.0,10/12/2016,1.0,1.0,205.0,44.0,-37.7413,144.9939
ID136812047,44 Alexander St,2,h,1085000.0,17/06/2017,1.0,3.0,780.0,29.0,-37.76654,144.86469
ID915264823,5/66 Woornack Rd,1,u,363000.0,4/06/2016,1.0,1.0,0.0,59.0,-37.8982,145.0625
ID633407129,10 Dartford St,3,h,1250000.0,6/05/2017,2.0,2.0,226.0,17.0,-37.7824,144.9243
ID531957999,60 Robert St,4,h,710000.0,29/07/2017,1.0,1.0,627.0,49.0,-37.667809999999996,145.00926
ID567544028,35 Bordeaux St,4,h,1430000.0,10/12/2016,2.0,2.0,655.0,49.0,-37.782,145.1194
ID212934096,1597 Malvern Rd,2,h,1280000.0,16/07/2016,1.0,1.0,412.0,69.0,-37.8541,145.05100000000004
ID246298150,7 Morrow St,3,h,910000.0,22/08/2016,1.0,2.0,717.0,69.0,-37.7525,144.9321
ID817960956,5 Sarong St,3,h,600000.0,4/06/2016,1.0,1.0,605.0,49.0,-37.7166,145.0837
ID513530178,5/11 Bath St,2,u,525000.0,3/06/2017,1.0,1.0,506.0,8.0,-38.05304,145.1151
ID432255722,72 Clarinda Rd,3,h,1420200.0,20/05/2017,2.0,2.0,543.0,89.0,-37.7619,144.9083
ID966798066,8b William St,4,h,1140000.0,4/06/2016,2.0,1.0,318.0,4.0,-37.9443,145.0448
ID823826141,37 Mernda Av,3,h,965000.0,23/09/2017,2.0,2.0,572.0,69.0,-38.068659999999994,145.12677
ID271031099,44 Morley St,4,h,825000.0,30/07/2016,2.0,4.0,768.0,49.0,-37.6979,144.9377
ID675147891,119 Park St,5,h,2300000.0,13/05/2017,2.0,2.0,597.0,89.0,-37.7611,144.9095
ID283839311,1 Howson Ct,4,h,2100000.0,13/05/2017,2.0,5.0,719.0,69.0,-37.812,145.1082
ID132699431,330 Balaclava Rd,4,h,1300000.0,20/05/2017,1.0,1.0,443.0,54.0,-37.8738,145.0349
ID839185370,46 Buckmaster Dr,3,h,775500.0,15/07/2017,1.0,4.0,840.0,39.0,-37.66919,145.06798999999995
ID307181966,14/1737 Malvern Rd,1,u,375000.0,25/02/2017,1.0,1.0,602.0,89.0,-37.8597,145.0571
ID664200402,15 Ada St,4,h,1005800.0,17/06/2017,2.0,2.0,502.0,16.0,-37.92985,145.25184
ID497479246,6 Smith St,4,h,2000000.0,3/09/2016,2.0,4.0,853.0,89.0,-37.7707,145.0318
ID650068781,83 Nimmo St,4,h,1600000.0,19/08/2017,4.0,3.0,543.0,4.0,-37.74633,144.89643999999996
ID428957378,161 Church St,5,h,5800000.0,8/04/2017,4.0,4.0,1276.0,139.0,-37.9164,144.9974
ID212821943,2/1 Lillimur Rd,3,u,960000.0,13/05/2017,2.0,2.0,199.0,24.0,-37.9034,145.0409
ID388222749,13 Hodgson St,3,h,1110000.0,12/11/2016,1.0,2.0,600.0,69.0,-37.751999999999995,145.0722
ID352966786,402/166 Wellington Pde,1,u,503000.0,8/04/2017,1.0,1.0,0.0,89.0,-37.8161,144.9845
ID122430967,32 Kynoch St,4,h,650000.0,24/06/2017,2.0,2.0,709.0,49.0,-37.76336,144.7725
ID291228234,4/176 Ayr St,2,u,782000.0,22/04/2017,1.0,1.0,261.0,35.0,-37.7731,145.1044
ID218338172,15 Carnon St,3,h,895000.0,24/06/2017,2.0,2.0,1036.0,65.0,-37.69538,145.11543
ID682595670,12/26 Lillimur Rd,2,u,440000.0,12/08/2017,1.0,1.0,1100.0,39.0,-37.90188,145.04172
ID978842978,1/355 Alma Rd,2,u,570000.0,28/05/2016,1.0,2.0,0.0,109.0,-37.8652,145.0198
ID213966534,37 Smith Av,3,h,715500.0,22/07/2017,1.0,2.0,685.0,54.0,-37.68107,145.03393
ID801947503,9 Summerhill Rd,3,h,1890000.0,3/06/2017,1.0,2.0,554.0,94.0,-37.84949,145.07726
ID704971174,2 Grevillia Rd,2,h,1000000.0,23/09/2017,1.0,1.0,742.0,23.0,-37.72123,144.92614
ID275495726,18 Raymond St,4,h,621000.0,16/07/2016,1.0,1.0,700.0,69.0,-37.7902,144.8102
ID250083687,6/26 Ruskin St,2,u,500000.0,22/05/2016,1.0,1.0,0.0,49.0,-37.8761,144.9821
ID855193230,8 MacGregor St,4,h,1700000.0,14/05/2016,3.0,2.0,365.0,89.0,-37.8818,145.0548
ID796002389,125 Napier St,2,h,1150000.0,22/04/2017,1.0,1.0,91.0,49.0,-37.836,144.9638
ID950399008,49 Fenwick St,3,h,1680000.0,19/11/2016,2.0,1.0,201.0,14.0,-37.7884,145.0
ID218768609,37 Charles St,3,h,1400000.0,3/06/2017,2.0,0.0,145.0,139.0,-37.84957,144.9889
ID807846368,1 Daisy St,4,h,1400000.0,8/04/2017,2.0,1.0,267.0,54.0,-37.7558,144.9106
ID601249543,23 Neerim St,4,h,426000.0,15/07/2017,2.0,3.0,655.0,44.0,-37.695479999999996,144.56775
ID847330027,19 Reid St,2,h,778000.0,30/07/2016,1.0,1.0,806.0,54.0,-37.9112,145.0873
ID815514157,14A Kernot St,3,h,775000.0,25/02/2017,1.0,1.0,435.0,19.0,-37.8279,144.873
ID942924551,7 Colvin Gr,3,h,1700000.0,6/05/2017,1.0,2.0,338.0,109.0,-37.8139,145.0243
ID780382785,11a Oconnor St,2,h,611000.0,8/10/2016,1.0,2.0,379.0,3.0,-37.7108,145.0048
ID333555976,40 Smith St,2,h,970000.0,9/09/2017,1.0,0.0,82.0,119.0,-37.836059999999996,144.95164
ID458285922,12 Youngman St,2,h,780000.0,8/10/2016,1.0,3.0,475.0,69.0,-37.7351,145.0066
ID964136436,54 Tongue St,4,h,2035000.0,8/04/2017,2.0,0.0,607.0,129.0,-37.8128,144.8905
ID132252286,5/367 Lower Plenty Rd,3,u,440000.0,16/07/2016,1.0,1.0,416.0,44.0,-37.7321,145.0828
ID858067590,16/60 Farnham St,2,u,450000.0,13/05/2017,1.0,1.0,0.0,49.0,-37.7826,144.9311
ID191306677,17 Ardwick St,3,h,1532000.0,9/09/2017,1.0,2.0,628.0,69.0,-37.92716,145.03778
ID211862469,97 Cumberland St,3,h,600000.0,7/05/2016,1.0,3.0,634.0,59.0,-37.7667,144.8445
ID595097915,20 Northam Rd,3,h,1315000.0,3/06/2017,1.0,2.0,617.0,69.0,-37.92284,145.06423
ID730316951,75 Lowson St,3,h,720000.0,1/07/2017,1.0,2.0,603.0,3.0,-37.69863,144.96685
ID630567370,1/27 Maling Rd,4,t,1420000.0,28/08/2016,2.0,2.0,278.0,7.0,-37.8273,145.0752
ID950658524,37 Dunstan Ave,3,h,905000.0,19/08/2017,1.0,1.0,277.0,39.0,-37.7592,144.97321000000005
ID112224283,65 Gatehouse Dr,3,h,852000.0,3/09/2016,1.0,1.0,166.0,19.0,-37.7929,144.9197
ID905372278,4 Frampton St,2,h,1000000.0,23/09/2017,1.0,1.0,106.0,119.0,-37.861909999999995,144.98655
ID349616070,8 Princes St,3,h,1150000.0,8/04/2017,1.0,0.0,308.0,119.0,-37.8526,144.895
ID618126022,19 Warrs Rd,3,h,1105000.0,7/05/2016,1.0,4.0,762.0,69.0,-37.7707,144.8924
